team_slug,player_name,move_type,salary,contract_years,notes,impact_rating,source,transaction_date,season,round_number,overall_pick,mps_score
minnesota-timberwolves,Julian Phillips,lost,,,Left via offseason — now on houston-rockets,medium,sync,,2027,,,
minnesota-timberwolves,Julius Randle,lost,,,Left via offseason — now on brooklyn-nets,medium,sync,,2027,,,
minnesota-timberwolves,Mike Conley,lost,,,Left via offseason — now on boston-celtics,medium,sync,,2027,,,
minnesota-timberwolves,Naz Reid,lost,,,Left via offseason — now on charlotte-hornets,medium,sync,,2027,,,
minnesota-timberwolves,Rob Dillingham,lost,,,Left via offseason — now on chicago-bulls,medium,sync,,2027,,,
minnesota-timberwolves,Isaiah Evans,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
minnesota-timberwolves,Josh Green,signed,,,Acquired from charlotte-hornets,medium,sync,,2027,,,
minnesota-timberwolves,LaMelo Ball,signed,,,Acquired from charlotte-hornets,medium,sync,,2027,,,
minnesota-timberwolves,Rocco Zikarsky,signed,,,Acquired from minnesota-timberwolves,medium,sync,,2027,,,
minnesota-timberwolves,Trey Kaufman-Renn,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
minnesota-timberwolves,Trey Lyles,signed,,,Acquired from sacramento-kings,medium,sync,,2027,,,
minnesota-timberwolves,Zyon Pullin,signed,,,Acquired from minnesota-timberwolves,medium,sync,,2027,,,
new-orleans-pelicans,Jaron Pierre Jr.,drafted,,,"Round 2, Pick 58",low,draft,,2027,2,58,
new-orleans-pelicans,Kevon Looney,lost,,,Left via offseason — now on los-angeles-lakers,medium,sync,,2027,,,
new-orleans-pelicans,Trey Alexander,lost,,,Left via offseason — now on utah-jazz,medium,sync,,2027,,,
new-orleans-pelicans,Christian Koloko,signed,,,Acquired from atlanta-hawks,medium,sync,,2027,,,
new-orleans-pelicans,Hunter Dickinson,signed,,,Acquired from new-orleans-pelicans,medium,sync,,2027,,,
new-orleans-pelicans,Jaron Pierre Jr.,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
new-orleans-pelicans,Josh Oduro,signed,,,Acquired from new-orleans-pelicans,medium,sync,,2027,,,
new-orleans-pelicans,Kobe Bufkin,signed,,,Acquired from los-angeles-lakers,medium,sync,,2027,,,
new-york-knicks,Bruce Thornton,drafted,,,"Round 2, Pick 31",low,draft,,2027,2,31,
new-york-knicks,Cameron Carr,drafted,,,"Round 1, Pick 24",low,draft,,2027,1,24,
new-york-knicks,Nick Martinelli,drafted,,,"Round 2, Pick 55",low,draft,,2027,2,55,
new-york-knicks,Ariel Hukporti,lost,,,Left via offseason — now on philadelphia-76ers,medium,sync,,2027,,,
new-york-knicks,Guerschon Yabusele,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
new-york-knicks,Mitchell Robinson,lost,,,Left via offseason — now on boston-celtics,medium,sync,,2027,,,
new-york-knicks,Andre Drummond,signed,,,Acquired from philadelphia-76ers,medium,sync,,2027,,,
new-york-knicks,Jack Kayil,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
new-york-knicks,Pacôme Dadiet,signed,,,Acquired from new-york-knicks,medium,sync,,2027,,,
new-york-knicks,Tyler Nickel,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
oklahoma-city-thunder,Aday Mara,drafted,,,"Round 1, Pick 12",medium,draft,,2027,1,12,
oklahoma-city-thunder,Ebuka Okorie,drafted,,,"Round 1, Pick 17",medium,draft,,2027,1,17,
oklahoma-city-thunder,Ryan Conwell,drafted,,,"Round 2, Pick 37",low,draft,,2027,2,37,
oklahoma-city-thunder,Aaron Wiggins,lost,,,Left via offseason — now on atlanta-hawks,medium,sync,,2027,,,
oklahoma-city-thunder,Branden Carlson,lost,,,Left via offseason — now on portland-trail-blazers,medium,sync,,2027,,,
oklahoma-city-thunder,Chris Youngblood,lost,,,Left via offseason — now on portland-trail-blazers,medium,sync,,2027,,,
oklahoma-city-thunder,Isaiah Joe,lost,,,Left via offseason — now on detroit-pistons,medium,sync,,2027,,,
oklahoma-city-thunder,Luguentz Dort,lost,,,Left via offseason — now on atlanta-hawks,medium,sync,,2027,,,
oklahoma-city-thunder,Ousmane Dieng,lost,,,Left via offseason — now on milwaukee-bucks,medium,sync,,2027,,,
oklahoma-city-thunder,Payton Sandfort,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
oklahoma-city-thunder,Aday Mara,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
oklahoma-city-thunder,Bennett Stirtz,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
oklahoma-city-thunder,Jared McCain,signed,,,Acquired from philadelphia-76ers,medium,sync,,2027,,,
oklahoma-city-thunder,Josh Dix,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
oklahoma-city-thunder,Otega Oweh,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
oklahoma-city-thunder,Thomas Sorber,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
orlando-magic,Felix Okpara,drafted,,,"Round 2, Pick 46",low,draft,,2027,2,46,
orlando-magic,Jett Howard,lost,,,Left via offseason — now on dallas-mavericks,medium,sync,,2027,,,
orlando-magic,Orlando Robinson,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
orlando-magic,Colin Castleton,signed,,,Acquired from orlando-magic,medium,sync,,2027,,,
orlando-magic,Izaiyah Nelson,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
orlando-magic,Jevon Carter,signed,,,Acquired from chicago-bulls,medium,sync,,2027,,,
orlando-magic,Nikola Vučević,signed,,,Acquired from boston-celtics,medium,sync,,2027,,,
philadelphia-76ers,Labaron Philon,drafted,,,"Round 1, Pick 22",low,draft,,2027,1,22,
philadelphia-76ers,Andre Drummond,lost,,,Left via offseason — now on new-york-knicks,medium,sync,,2027,,,
philadelphia-76ers,Cameron Payne,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
philadelphia-76ers,Eric Gordon,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
philadelphia-76ers,Jared McCain,lost,,,Left via offseason — now on oklahoma-city-thunder,medium,sync,,2027,,,
philadelphia-76ers,Kelly Oubre Jr.,lost,,,Left via offseason — now on indiana-pacers,medium,sync,,2027,,,
philadelphia-76ers,Paul George,lost,,,Left via offseason — now on boston-celtics,medium,sync,,2027,,,
philadelphia-76ers,Quentin Grimes,lost,,,Left via offseason — now on los-angeles-lakers,medium,sync,,2027,,,
philadelphia-76ers,Anfernee Simons,signed,,,Acquired from chicago-bulls,medium,sync,,2027,,,
philadelphia-76ers,Ariel Hukporti,signed,,,Acquired from new-york-knicks,medium,sync,,2027,,,
philadelphia-76ers,Caleb Love,signed,,,Acquired from portland-trail-blazers,medium,sync,,2027,,,
philadelphia-76ers,Dean Wade,signed,,,Acquired from cleveland-cavaliers,medium,sync,,2027,,,
philadelphia-76ers,Duke Miles,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
philadelphia-76ers,Jaylen Brown,signed,,,Acquired from boston-celtics,medium,sync,,2027,,,
philadelphia-76ers,Labaron Philon,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
philadelphia-76ers,LeBron James,signed,,,Acquired from los-angeles-lakers,medium,sync,,2027,,,
philadelphia-76ers,Rayan Rupert,signed,,,Acquired from portland-trail-blazers,medium,sync,,2027,,,
phoenix-suns,Tyler Nickel,drafted,,,"Round 2, Pick 47",low,draft,,2027,2,47,
phoenix-suns,Grayson Allen,lost,,,Left via offseason — now on charlotte-hornets,medium,sync,,2027,,,
phoenix-suns,Nick Richards,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
phoenix-suns,Nigel Hayes-Davis,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
phoenix-suns,Royce O'Neale,lost,,,Left via offseason — now on charlotte-hornets,medium,sync,,2027,,,
phoenix-suns,Amir Coffey,signed,,,Acquired from milwaukee-bucks,medium,sync,,2027,,,
phoenix-suns,Koa Peat,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
phoenix-suns,Luke Kennard,signed,,,Acquired from atlanta-hawks,medium,sync,,2027,,,
phoenix-suns,Miles Bridges,signed,,,Acquired from charlotte-hornets,medium,sync,,2027,,,
phoenix-suns,Pat Spencer,signed,,,Acquired from golden-state-warriors,medium,sync,,2027,,,
portland-trail-blazers,Caleb Love,lost,,,Left via offseason — now on philadelphia-76ers,medium,sync,,2027,,,
portland-trail-blazers,Duop Reath,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
portland-trail-blazers,Jerami Grant,lost,,,Left via offseason — now on memphis-grizzlies,medium,sync,,2027,,,
portland-trail-blazers,Kris Murray,lost,,,Left via offseason — now on memphis-grizzlies,medium,sync,,2027,,,
portland-trail-blazers,Matisse Thybulle,lost,,,Left via offseason — now on los-angeles-lakers,medium,sync,,2027,,,
portland-trail-blazers,Rayan Rupert,lost,,,Left via offseason — now on philadelphia-76ers,medium,sync,,2027,,,
portland-trail-blazers,Branden Carlson,signed,,,Acquired from oklahoma-city-thunder,medium,sync,,2027,,,
portland-trail-blazers,Chris Youngblood,signed,,,Acquired from oklahoma-city-thunder,medium,sync,,2027,,,
portland-trail-blazers,Damian Lillard,signed,,,Acquired from portland-trail-blazers,medium,sync,,2027,,,
portland-trail-blazers,Ja Morant,signed,,,Acquired from memphis-grizzlies,medium,sync,,2027,,,
portland-trail-blazers,Jayson Kent,signed,,,Acquired from portland-trail-blazers,medium,sync,,2027,,,
portland-trail-blazers,John Tonje,signed,,,Acquired from boston-celtics,medium,sync,,2027,,,
portland-trail-blazers,Micah Potter,signed,,,Acquired from indiana-pacers,medium,sync,,2027,,,
sacramento-kings,Darius Acuff Jr.,drafted,,,"Round 1, Pick 7",medium,draft,,2027,1,7,
sacramento-kings,Emanuel Sharp,drafted,,,"Round 2, Pick 45",low,draft,,2027,2,45,
sacramento-kings,Meleek Thomas,drafted,,,"Round 2, Pick 34",low,draft,,2027,2,34,
sacramento-kings,Dario Saric,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
sacramento-kings,DeMar DeRozan,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
sacramento-kings,Devin Carter,lost,,,Left via offseason — now on atlanta-hawks,medium,sync,,2027,,,
sacramento-kings,Keon Ellis,lost,,,Left via offseason — now on brooklyn-nets,medium,sync,,2027,,,
sacramento-kings,Adam Flagler,signed,,,Acquired from oklahoma-city-thunder,medium,sync,,2027,,,
sacramento-kings,Alex Karaban,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
sacramento-kings,Darius Acuff Jr.,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
sacramento-kings,De'Andre Hunter,signed,,,Acquired from cleveland-cavaliers,medium,sync,,2027,,,
sacramento-kings,Emanuel Sharp,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
sacramento-kings,Jonathan Mogbo,signed,,,Acquired from toronto-raptors,medium,sync,,2027,,,
san-antonio-spurs,Ja'Kobi Gillespie,drafted,,,"Round 2, Pick 42",low,draft,,2027,2,42,
san-antonio-spurs,Jayden Quaintance,drafted,,,"Round 1, Pick 20",medium,draft,,2027,1,20,
san-antonio-spurs,Maliq Brown,drafted,,,"Round 2, Pick 44",low,draft,,2027,2,44,
san-antonio-spurs,Trevon Brazile,drafted,,,"Round 2, Pick 35",low,draft,,2027,2,35,
san-antonio-spurs,Ja'Kobi Gillespie,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
san-antonio-spurs,Jayden Quaintance,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
san-antonio-spurs,Maliq Brown,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
san-antonio-spurs,Tarris Reed Jr.,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
san-antonio-spurs,Tobias Harris,signed,,,Acquired from detroit-pistons,medium,sync,,2027,,,
toronto-raptors,Allen Graves,drafted,,,"Round 1, Pick 19",medium,draft,,2027,1,19,
toronto-raptors,Jaden Bradley,drafted,,,"Round 2, Pick 50",low,draft,,2027,2,50,
toronto-raptors,Jonathan Mogbo,lost,,,Left via offseason — now on sacramento-kings,medium,sync,,2027,,,
toronto-raptors,Ochai Agbaji,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
toronto-raptors,Sandro Mamukelashvili,lost,,,Left via offseason — now on los-angeles-lakers,medium,sync,,2027,,,
toronto-raptors,Allen Graves,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
toronto-raptors,Chucky Hepburn,signed,,,Acquired from toronto-raptors,medium,sync,,2027,,,
toronto-raptors,Jaden Bradley,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
toronto-raptors,Kyle Anderson,signed,,,Acquired from utah-jazz,medium,sync,,2027,,,
toronto-raptors,Nate Bittle,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
utah-jazz,Darryn Peterson,drafted,,,"Round 1, Pick 2",high,draft,,2027,1,2,
utah-jazz,Elijah Harkless,lost,,,Left via offseason — now on detroit-pistons,medium,sync,,2027,,,
utah-jazz,Kennedy Chandler,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
utah-jazz,Kyle Anderson,lost,,,Left via offseason — now on toronto-raptors,medium,sync,,2027,,,
utah-jazz,Oscar Tshiebwe,lost,,,Left via offseason — now on houston-rockets,medium,sync,,2027,,,
utah-jazz,Taylor Hendricks,lost,,,Left via offseason — now on memphis-grizzlies,medium,sync,,2027,,,
utah-jazz,Walter Clayton Jr.,lost,,,Left via offseason — now on memphis-grizzlies,medium,sync,,2027,,,
utah-jazz,Darryn Peterson,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
utah-jazz,Harrison Ingram,signed,,,Acquired from san-antonio-spurs,medium,sync,,2027,,,
utah-jazz,Hayden Gray,signed,,,Acquired from utah-jazz,medium,sync,,2027,,,
utah-jazz,Jaren Jackson Jr.,signed,,,Acquired from memphis-grizzlies,medium,sync,,2027,,,
utah-jazz,Jaxson Hayes,signed,,,Acquired from los-angeles-lakers,medium,sync,,2027,,,
utah-jazz,John Konchar,signed,,,Acquired from memphis-grizzlies,medium,sync,,2027,,,
utah-jazz,Josh Okogie,signed,,,Acquired from houston-rockets,medium,sync,,2027,,,
utah-jazz,Mo Bamba,signed,,,Acquired from toronto-raptors,medium,sync,,2027,,,
utah-jazz,Tamar Bates,signed,,,Acquired from denver-nuggets,medium,sync,,2027,,,
utah-jazz,Trey Alexander,signed,,,Acquired from new-orleans-pelicans,medium,sync,,2027,,,
washington-wizards,AJ Dybantsa,drafted,,,"Round 1, Pick 1",high,draft,,2027,1,1,
washington-wizards,Izaiyah Nelson,drafted,,,"Round 2, Pick 51",low,draft,,2027,2,51,
washington-wizards,Malique Lewis,drafted,,,"Round 2, Pick 60",low,draft,,2027,2,60,
washington-wizards,AJ Johnson,lost,,,Left via offseason — now on memphis-grizzlies,medium,sync,,2027,,,
washington-wizards,Leaky Black,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
washington-wizards,Malaki Branham,lost,,,Left via offseason — now on no NBA roster,medium,sync,,2027,,,
washington-wizards,Marvin Bagley III,lost,,,Left via offseason — now on denver-nuggets,medium,sync,,2027,,,
washington-wizards,AJ Dybantsa,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
washington-wizards,Anthony Davis,signed,,,Acquired from dallas-mavericks,medium,sync,,2027,,,
washington-wizards,Deandre Ayton,signed,,,Acquired from los-angeles-lakers,medium,sync,,2027,,,
washington-wizards,Felix Okpara,signed,,,Acquired from outside NBA,medium,sync,,2027,,,
washington-wizards,Trae Young,signed,,,Acquired from atlanta-hawks,medium,sync,,2027,,,
